address,annotate,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,entrytype,tags,intrahash,citation,merged
 , ,Bernd Page,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Environmental Protection as a Challenge to Applied Informatics - A Workshop Introduction., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,bd49513a6e5ea771a84f95cb9354963e, , 
 , ,Siv Friis,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Vulnerability and Gender Issues in Information Systems Design seen in a Euro-business Perspective (Panel)., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,6031035e19cfb19248a54ae967a8c986, , 
 , ,A. M. Bruin,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,A Century after Lady Lovelace' Tragedy., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,79412ef5d387972579bcdc7f3d91834a, , 
 , ,L. Buisson and Roger Martin-Clouaire and Jean Luc Wybo,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Artificial Intelligence and Environmental Protection: A Survey of Selected Applications in France., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a1fcbf30eec88339b240d2efd79991f8, , 
 , ,Roger Clarke,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Extra-Organisational Systems: A Challenge to the Software Engineering Paradigm., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,13aea73679a684f2f0f56be162aa4499, , 
 , ,Ferran Ruiz i Tarragó,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Educational Telecommunications Services: A Case Study on an Integrated Approach., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ad2e4c730e1fb83f6f62ba5c35c8fbb1, , 
 , ,Marc van Lieshout and Mieke Massink,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Responsible Scientists - A Social-Constructivist Approach., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3aadcb5da03f830e2af67ae520a3f450, , 
 , ,Bernard Dumond,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,A National Survey of the Pedagogical Uses of Informatics in French Universities., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4246bd9be0ee6fb369c4e14522a6ac5d, , 
 , ,N. Hoskin and R. M. Aiken,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Co-Explainer: A Machine-Learning Companion., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,14e4d71c2a017ae00e592bb4126f8423, , 
 , ,K. A. Duncan,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,A Perspective on Social Responsibility for the Computing Community., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c7d2bca0d1d6ce710420025a0f455a9a, , 
 , ,Tom J. van Weert,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Application Oriented Informatics and Informational Disciplines: A Symbiosis Briding the Gap., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4aaf42dc3f71394c5740c40709466648, , 
 , ,Hock-Guan Tan,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,ISDN Interactive Distance Learning - A Step Closer To Near Paperless Learning Environment?, ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,b9150a7a8acd15432098d69f2ac7bf24, , 
 , ,Wes Regian and Gerald Pitts,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,A Fuzzy Logic-Based Intelligent Tutoring System (ITS)., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,edeaa5cd0a5e6071ebc145f6e7c53fd6, , 
 , ,Ali Mili and Noureddine Boudriga,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Computers in the Classroom: A National Proposal., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,cd2187977cfc9d074eb425cc0737bd83, , 
 , ,John A. N. Lee,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Towards an IFIP Frame Code of Ethics (Panel)., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a03e90b95a6eb6571bcb0047245d6554, , 
 , ,U. Bosler and D. Squires and R. Tsankova and W. Ziebarth,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,"Linking Environmental Studies and IT - a East-West Project in Bulgaria, Germany and the United Kingdom.", ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,167ad5262a74645c47150fa2c4fc44bc, , 
 , ,Mike Burmester and Yvo Desmedt,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Zero-Knowledge Based Identification: From a Theoretical Concept Towards a Practical Token., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,4ee4d40cec0a376abca89e4e73ffab83, , 
 , ,Lone Dirckinck-Holmfeld and Janni Nielsen,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Visual Operational Thinking and Communicative Competence - A Prerequisiste for Bringing Multimedia Network Systems and Learners into Action., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c42dcdab03212de6ac80be72461bd21f, , 
 , ,Evgenia Sendova,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Enhancing the Scientist in the Pupil: A Computer Environment Supporting Mathematical Discoveries in the Classroom., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ab3d6ed51ea4b4616917633008415906, , 
 , ,Robert Behling and Wallace Wood,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Mapping a Microcomputer Strategy for Informatics Education., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ade039d0e66cfc8b0c3cf8ffb275e10c, , 
 , ,Hua Chang and Ostap Monkewich and William A. McCrum,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,"Implementation of Security Functions into File Transfer, Access and Management Protocol.", ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,88fe028e18cefcb1cd2c67d523471786, , 
 , ,Ricardo A. Baeza-Yates and David A. Fuller and José A. Pino,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Innovation as a Critical Success Factor for the Development of an Information Technology Industry in Chile., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,5a1c83dd79bfa8355c8b2c10444d3622, , 
 , ,Laura R. Winer and Marion A. Barfurth,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,In Support of Children: Research on Learning with Computers., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,cae00dad552247443390ae60919579da, , 
 , ,H. C. Harrison and Gong Oizhong,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Managing End-User Computing: A Systematic View., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,9b53c0c7a0831ea38d9063223cd7cdcd, , 
 , ,A. M. Din,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Global Environmental Change Data and Modelling., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,73a8a0f41ce959cd65da5bdfcf089de7, , 
 , ,Catherine M. Beise and Nanette Meeks Griffith,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Application of Fourth Generation Prototyping Tools and Methods: A Municipal Industrial Water Quality Monitoring System., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0a003ac8606fdb9a4c9eaf6128c7e9d4, , 
 , ,C. James Bacon,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,A Model for Teaching the Management of Information Systems & Technology., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,57bb1b9b3dc39fd8ef346f1f72324958, , 
 , ,Ryan Tewari,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,How Vulnerable is Information Society? A Sociological Approach., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,18364edd52b3672a00f2f7cd0f284fdf, , 
 , ,José A. Pino,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Information Technology Usage and Industry in Developing Countries., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,db990a861277a06bf5cfbd68a8fedcc0, , 
 , ,Abdallah D. Abdallah and Adnan H. Yahya,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,University Computer Services: A Third World Experience., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,1785347d795613e3106daaabbc3c5ec5, , 
 , ,Luis Osin,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,A Complete Computerized Instructional System and Its Authoring Facility., ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,f2c4190fad501ed4ffffc817fa191f10, , 
 , ,Michael Gehrke and Andreas Pfitzmann and Kai Rannenberg,IFIP Congress (2), ,conf/ifip/1992-2, ,Robert M. Aiken, , , , , , , , , ,North-Holland, ,IFIP Transactions,Information Technology Security Evaluation Criteria (ITSEC) - a Contribution to Vulnerability?, ,A-13,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,388341d1fcb45f7faa973bfe07460eac, , 
 , ,Robert Moreton and Diana Aiken,Realigning Research and Practice in Information Systems Development, ,conf/ifip8-2/2001, ,Nancy L. Russo and Brian Fitzgerald and Janice I. DeGross, , , , , , , , , ,Kluwer, ,IFIP Conference Proceedings,Developing a Methodology to Evaluate the Impact of Staff Perceptions on the Strategic Value of Information Systems in a Small to Medium Sized Enterprise., ,194,2001,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ee310a00614d80779b92d93a3333f0e3, , 
 , ,John A. N. Lee, , , , , , , ,IEEE Annals of the History of Computing, , , ,1, , , , , ,Howard Aiken's Third Machine: The Harvard Mark III Calculator or Aiken-Dahlgren Electronic Calculator., ,22,2000,article,http://www.bibsonomy.org/api/tags/dblpdblp,295d2462c29ee07cf06fc3adb03bb892, , 
 , ,Tina Roth and Peter Aiken and Scarlette Hobbs, , , , , , , ,Hypermedia, , , ,3, , , , , ,Hypermedia support for software development: A retrospective assessment., ,6,1994,article,http://www.bibsonomy.org/api/tags/dblpdblp,b460dc653c2d1d5f5e8e3a9a9d3529bd, , 
 , ,Peter H. Aiken and Alice H. Muntz and Russ Richards,WCRE, , , , , , , , , , , , , , , , ,A Framework for Reverse Engineering DoD Legacy Information Systems., , ,1993,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,6150e926f308081316726149bb928ef5, , 
 , ,Kathi Hogshead Davis and Peter H. Aiken,WCRE, , , , , , , , , , , , , , , , ,Data Reverse Engineering: A Historical Survey., , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c757f8a4586b060e94b559f70a098e83, , 
 , ,Alexander Aiken and Jolly Chen and Michael Stonebraker and Allison Woodruff,ICDE, ,conf/icde/96, ,Stanley Y. W. Su, , , , , , , , , ,IEEE Computer Society, , ,Tioga-2: A Direct Manipulation Database Visualization Environment., , ,1996,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,cd7ca8d2f3d682390cdab3f2a833add8, , 
 , ,Alexander Aiken,SAS, ,conf/sas/1996, ,Radhia Cousot and David A. Schmidt, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Constraint-Based Program Analysis (Abstract)., ,1145,1996,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ee66a37527fbb397a71e7a0886e19330, , 
 , ,Alberto Avritzer and Brian Larson,ISSTA, , , , , , , , , , , , , , , , ,Load Testing Software Using Deterministic State Testing., , ,1993,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a279fdb0d4421f630cbfbbde53cc0391, , 
 , ,Flávio P. Duarte and William Hasling and William Sherman and Daniel J. Paulish and Rosa Maria Meri Leão and Edmundo de Souza e Silva and Vittorio Cortellessa,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,Extending model transformations in the performance domain with a node modeling library., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,5ee374b07f76b213031ba41202233d72, , 
 , ,Alberto Avritzer and Elaine J. Weyuker,IEEE METRICS, ,conf/metrics/1998, , , , , , , , , , , ,IEEE Computer Society, , ,Investigating Metrics for Architectural Assessment., , ,1998,inproceedings,http://www.bibsonomy.org/api/tags/softwaresoftwarehttp://www.bibsonomy.org/api/tags/empiricalempiricalhttp://www.bibsonomy.org/api/tags/metricsmetricshttp://www.bibsonomy.org/api/tags/architecturearchitecture,5a993ebe68a785087af9778894166892, , 
 , ,Jens Happe and Holger Friedrich and Steffen Becker and Ralf H. Reussner,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,A pattern-based performance completion for Message-oriented Middleware., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/MiddlewareMiddlewarehttp://www.bibsonomy.org/api/tags/MOMMOMhttp://www.bibsonomy.org/api/tags/performanceperformancehttp://www.bibsonomy.org/api/tags/patternpatternhttp://www.bibsonomy.org/api/tags/MessageMessagehttp://www.bibsonomy.org/api/tags/orientedorientedhttp://www.bibsonomy.org/api/tags/completioncompletion,8e84401006159bcdc0f4e6199ba9fc0e, , 
 , ,Alberto Avritzer and Flávio P. Duarte and Rosa Maria Meri Leão and Edmundo de Souza e Silva and Michal Cohen and David Costello,CASCON, ,conf/cascon/2008, ,Marsha Chechik and Mark R. Vigder and Darlene A. Stewart, , , , , , , , , ,IBM, , ,Reliability estimation for large distributed software systems., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,2d5b5a98ff26f73ee9a189581639720c, , 
 , ,Vittorio Cortellessa and Catia Trubiani,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,Towards a library of composable models to estimate the performance of security solutions., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,9684655d09e8a752314722dd40f26191, , 
 , ,Gabriel A. Moreno and Connie U. Smith and Lloyd G. Williams,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,Performance analysis of real-time component architectures: a model interchange approach., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,67e1926b25f36c26dc682f4f8b29bdb3, , 
 , ,Rasha Tawhid and Dorina C. Petriu,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,Towards automatic derivation of a product performance model from a UML software product line model., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c5809687f15e3dc18aac1fd1700f9733, , 
 , ,Daniel A. Menascé and Emiliano Casalicchio and Vinod Dubey,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,A heuristic approach to optimal service selection in service oriented architectures., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,ff3099624b4349091df7c156332715ae, , 
 , ,Vittorio Cortellessa and Sara Di Gregorio and Antinisca Di Marco,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,Using ATL for transformations in software performance engineering: a step ahead of java-based transformations?, , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c685f8a9843d67bb5ea24d0f3f9b561f, , 
 , ,Dharmesh Thakkar and Ahmed E. Hassan and Gilbert Hamann and Parminder Flora,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,A framework for measurement based performance modeling., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,65c3565c39ec2c796f4e2e272584f6f5, , 
 , ,Akhila Deshpande and Varsha Apte and Supriya Marathe,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,PerfCenter: a performance modeling tool for application hosting centers., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,326bfe0cc21d84453f4691eb792d1db9, , 
 , ,Jens Happe and Holger Friedrich and Steffen Becker and Ralf H. Reussner,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,A pattern-based performance completion for Message-oriented Middleware., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,8e84401006159bcdc0f4e6199ba9fc0e, , 
 , ,Zhonglei Wang and Antonio Sanchez and Andreas Herkersdorf,WOSP, ,conf/wosp/2008, ,Alberto Avritzer and Elaine J. Weyuker and C. Murray Woodside, , , , , , , , , ,ACM, , ,SciSim: a software performance estimation framework using source code instrumentation., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,c9769ce63985982074cdc6f9c0b16e84, , 
 , ,Alberto Avritzer and Daniel J. Paulish and Yuanfang Cai,WICSA, ,conf/wicsa/2008, , , , , , , , , , , ,IEEE Computer Society, , ,Coordination Implications of Software Architecture in a Global Software Development Project., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,46624a603bcf17972d6af5397c36c21c, , 
 , ,Alberto Avritzer and Johannes P. Ros and Elaine J. Weyuker,WOSP, ,conf/wosp/2004, ,Jozo J. Dujmovic and Virgílio A. F. Almeida and Doug Lea, , , , , , , , , ,ACM, , ,Estimating the CPU utilization of a rule-based system., , ,2004,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,694e347e1770959baad056324c8a842a, , 
 , ,Elaine J. Weyuker and Alberto Avritzer,IEEE METRICS, ,conf/metrics/2002, , , , , , , , , , , ,IEEE Computer Society, , ,A Metric to Predict Software Scalability., , ,2002,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,8103ec4241f3996c9da257e87b01fb77, , 
 , ,Cheng J. Lin and Alberto Avritzer and Elaine J. Weyuker and Sai-Lai Lo,DSN, ,conf/dsn/2000, , , , , , , , , , , ,IEEE Computer Society, , ,Issues in Interoperability and Performance Verification in a Multi-ORB Telecommunications Environment., , ,2000,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,6131d9f7bdeaa5e3279cc86d630c6f33, , 
 , ,Elaine J. Weyuker and Alberto Avritzer, , , , , , , ,IBM Systems Journal, , , ,1, , , , , ,A metric for predicting the performance of an application under a growing workload., ,41,2002,article,http://www.bibsonomy.org/api/tags/dblpdblp,e034149ec6ff6430f5a6d926f11c5cbd, , 
 , ,Alberto Avritzer and Mario Gerla and Jack W. Carlyle,IPPS, , , , , , , , , , , , , , , , ,A Load Sharing Interconnection Network for Hard Real-Time Systems., , ,1991,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,8d89e87cf13c75e8da426a8cee99136c, , 
 , ,Alberto Avritzer and Mario Gerla and Berthier A. Ribeiro-Neto and Jack W. Carlyle and Walter J. Karplus,INFOCOM, , , , , , , , , , , , , , , , ,The Advantage of Dynamic Tuning in Distributed Asymmetric Systems., , ,1990,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,76dff9440543cd1dd5d22898f1affb44, , 
 , ,Joseph Betser and Alberto Avritzer and Jack W. Carlyle and Walter J. Karplus,INFOCOM, , , , , , , , , , , , , , , , ,Configuration Synthesis for a Heterogeneous Backbone Cluster and a PC-Interface Network., , ,1989,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,793c49351c04bc60bda7354d55008dc6, , 
 , ,R. B. {Larson},Bulletin of the American Astronomical Society, , , , , , , , ,mar, , , , , , ,Bulletin of the American Astronomical Society,{Turbulence and Star Formation in Molecular Clouds}, ,12,1980,inproceedings,http://www.bibsonomy.org/api/tags/turbulenceturbulencehttp://www.bibsonomy.org/api/tags/starstarhttp://www.bibsonomy.org/api/tags/cloudscloudshttp://www.bibsonomy.org/api/tags/molecularmolecularhttp://www.bibsonomy.org/api/tags/formationformation,3a2788622d987ffcd69990720bd39e6a, , 
 , ,Paul B. Larson and Saharon Shelah, , , , , , , ,Math. Log. Q., , , ,3, , , , , ,Splitting stationary sets from weak forms of Choice., ,55,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,c77110d71d3ec2a98ae42f6d60b1eead, , 
 , ,Louis J. Rubbo and Shane L. Larson and Michelle B. Larson and Dale R. Ingram, , , , , , , ,Am. J. Phys., , , ,7, , , , , ,Hands-on gravitational wave astronomy: Extracting astrophysical information from simulated signals, ,75,2007,article,http://www.bibsonomy.org/api/tags/general_relativitygeneral_relativity,04acba7521b500daa05e923952136b5d, , 
 , ,Ronald B. Larson, , , , , , , ,Computers & Education, , , ,4, , , , , ,Enhancing the recall of presented material., ,53,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,aa735eceea834f4b280b5451d685c373, , 
 , ,Alan J. Demers and Daniel H. Greene and Carl Hauser and Wes Irish and John Larson and Scott Shenker and Howard E. Sturgis and Daniel C. Swinehart and Douglas B. Terry, , , , , , , ,Operating Systems Review, , , ,1, , , , , ,Epidemic Algorithms for Replicated Database Maintenance., ,22,1988,article,http://www.bibsonomy.org/api/tags/dblpdblp,a48a2d76b3902c1f07c0b6f23d3bed7b, , 
 , ,L. Qiu and T. A. Larson and D. K. Smith and E. Vitkin and S. Zhang and M. D. Modell and I. Itzkan and E. B. Hanlon and B. A. Korgel and K. V. A. Sokolov K. V. Sokolov and L. T. A. Perelman L. T. Perelman,"Selected Topics in Quantum Electronics, IEEE Journal of", , , , , , , , , , , , , , , , ,"Single Gold Nanorod Detection Using Confocal Light Absorption and
	Scattering Spectroscopy", ,13,2007,article,http://www.bibsonomy.org/api/tags/particleparticlehttp://www.bibsonomy.org/api/tags/(CLASS)(CLASS)http://www.bibsonomy.org/api/tags/andandhttp://www.bibsonomy.org/api/tags/nanorodsnanorodshttp://www.bibsonomy.org/api/tags/singlesinglehttp://www.bibsonomy.org/api/tags/scatteringscatteringhttp://www.bibsonomy.org/api/tags/plasmonplasmonhttp://www.bibsonomy.org/api/tags/ConfocalConfocalhttp://www.bibsonomy.org/api/tags/absorptionabsorptionhttp://www.bibsonomy.org/api/tags/surfacesurfacehttp://www.bibsonomy.org/api/tags/spectroscopyspectroscopyhttp://www.bibsonomy.org/api/tags/lightlight,ac02a2ff6661da568a408df87e3294ff, , 
 , ,D. S. Kelley and J. A. Karson and G. L. Fruh-Green and D. R. Yoerger and T. M. Shank and D. A. Butterfield and J. M. Hayes and M. O. Schrenk and E. J. Olson and G. Proskurowski and M. Jakuba and A. Bradley and B. Larson and K. Ludwig and D. Glickson and K. Buckman and A. S. Bradley and W. J. Brazelton and K. Roe and M. J. Elend and A. Delacour and S. M. Bernasconi and M. D. Lilley and J. A. Baross and R. T. Summons and S. P. Sylva, , , , , , , ,Science, , , ,5714, , , , , ,A serpentinite-hosted ecosystem: The {L}ost {C}ity hydrothermal field, ,307,2005,article,http://www.bibsonomy.org/api/tags/importedimported,96ba3d6c35aa1ad65daea05377012887, , 
 , ,W. B. MCKINNON, , , , , , , ,Geophysical Research Letters, , , ,11, , , , , ,"IMPACT JETTING OF WATER ICE, WITH APPLICATION TO THE ACCRETION OF ICY PLANETESIMALS AND PLUTO", ,16,1989,article,http://www.bibsonomy.org/api/tags/importedimported,956b8c64e12bd5a547359155d2901d17, , 
 , ,E. L. Shock and W. B. McKinnon, , , , , , , ,Icarus, , , ,2, , , , , ,HYDROTHERMAL PROCESSING OF COMETARY VOLATILES: APPLICATIONS TO {T}RITON, ,106,1993,article,http://www.bibsonomy.org/api/tags/NEPTUNE;NEPTUNE;http://www.bibsonomy.org/api/tags/SYSTEMSSYSTEMShttp://www.bibsonomy.org/api/tags/HIGH-PRESSURES;HIGH-PRESSURES;http://www.bibsonomy.org/api/tags/TRANSPORT-PROPERTIES;TRANSPORT-PROPERTIES;http://www.bibsonomy.org/api/tags/OXYGENOXYGENhttp://www.bibsonomy.org/api/tags/THERMODYNAMICTHERMODYNAMIChttp://www.bibsonomy.org/api/tags/TEMPERATURES;TEMPERATURES;http://www.bibsonomy.org/api/tags/PROPERTIES;PROPERTIES;http://www.bibsonomy.org/api/tags/FUGACITY;FUGACITY;http://www.bibsonomy.org/api/tags/UPPERUPPERhttp://www.bibsonomy.org/api/tags/OXIDATION-STATE;OXIDATION-STATE;http://www.bibsonomy.org/api/tags/MOLALMOLALhttp://www.bibsonomy.org/api/tags/MANTLE;MANTLE;http://www.bibsonomy.org/api/tags/PARTIALPARTIAL,4e4e5d89e141c1ff915a51b79adbbad7, , 
 , ,R. B. SINGER and T. B. MCCORD and R. N. CLARK and J. B. ADAMS and R. L. HUGUENIN, , , , , , , ,Journal of Geophysical Research, , , , , , , , , ,MARS SURFACE-COMPOSITION FROM REFLECTANCE SPECTROSCOPYSUMMARY, ,84,1979,article,http://www.bibsonomy.org/api/tags/importedimported,a2dd1f6364d22374ae48ab53e83d5c5d, , 
